# 1629 FLIRT/identified names (VC6/MFC42/std)
0x004400F8 ?OnHScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z
0x00440121 ?OnVScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z
0x0044014A ?OnActivateTopLevel@CFrameWnd@@IAEJIJ@Z
0x004401C6 ?OnActivate@CFrameWnd@@IAEXIPAVCWnd@@H@Z
0x0044029A ?OnNcActivate@CFrameWnd@@IAEHH@Z
0x004402D1 ?OnSysCommand@CFrameWnd@@IAEXIJ@Z
0x00440368 ?OnDropFiles@CFrameWnd@@IAEXPAUHDROP__@@@Z
0x004403E3 ?OnQueryEndSession@CFrameWnd@@IAEHXZ
0x00440404 ?OnEndSession@CFrameWnd@@IAEXH@Z
0x00440438 ?OnDDEInitiate@CFrameWnd@@IAEJIJ@Z
0x004404F3 ?OnDDEExecute@CFrameWnd@@IAEJIJ@Z
0x0044058E ?OnDDETerminate@CFrameWnd@@IAEJIJ@Z
0x004405B0 ?SetActiveView@CFrameWnd@@QAEXPAVCView@@H@Z
0x0044060A ?OnSetFocus@CFrameWnd@@IAEXPAVCWnd@@@Z
0x00440625 ?GetActiveDocument@CFrameWnd@@UAEPAVCDocument@@XZ
0x00440635 ?ShowControlBar@CFrameWnd@@QAEXPAVCControlBar@@HH@Z
0x00440730 ?OnInitMenuPopup@CFrameWnd@@IAEXPAVCMenu@@IH@Z
0x00440895 ?OnMenuSelect@CFrameWnd@@IAEXIIPAUHMENU__@@@Z
0x00440984 ?GetMessageString@CFrameWnd@@UBEXIAAVCString@@@Z
0x004409C8 ?OnPopMessageString@CFrameWnd@@IAEJIJ@Z
0x004409EB ?OnSetMessageString@CFrameWnd@@IAEJIJ@Z
0x00440AC0 ?GetMessageBar@CFrameWnd@@UAEPAVCWnd@@XZ
0x00440AD0 ?OnEnterIdle@CFrameWnd@@IAEXIPAVCWnd@@@Z
0x00440B01 ?SetMessageText@CFrameWnd@@QAEXI@Z
0x00440B18 ?DestroyDockBars@CFrameWnd@@QAEXXZ
0x00440BA1 ?GetControlBar@CFrameWnd@@QAEPAVCControlBar@@I@Z
0x00440BD5 ?OnUpdateControlBarMenu@CFrameWnd@@QAEXPAVCCmdUI@@@Z
0x00440C0A ?OnBarCheck@CFrameWnd@@QAEHI@Z
0x00440C43 ?OnToolTipText@CFrameWnd@@IAEHIPAUtagNMHDR@@PAJ@Z
0x00440D24 ?OnUpdateKeyIndicator@CFrameWnd@@IAEXPAVCCmdUI@@@Z
0x00440D85 ?OnUpdateContextHelp@CFrameWnd@@IAEXPAVCCmdUI@@@Z
0x00440DB4 ?OnUpdateFrameTitle@CFrameWnd@@UAEXH@Z
0x00440DF8 ?UpdateFrameTitleForDocument@CFrameWnd@@IAEXPBD@Z
0x00440EF5 ?OnSetPreviewMode@CFrameWnd@@UAEXHPAUCPrintPreviewState@@@Z
0x00441110 ?DelayUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z
0x00441124 ?OnIdleUpdateCmdUI@CFrameWnd@@IAEXXZ
0x00441196 ?RecalcLayout@CFrameWnd@@UAEXH@Z
0x00441283 ?NegotiateBorderSpace@CFrameWnd@@UAEHIPAUtagRECT@@@Z
0x004412FD ?OnSize@CFrameWnd@@IAEXIHH@Z
0x0044131C ?OnEraseBkgnd@CFrameWnd@@IAEHPAVCDC@@@Z
0x00441332 ?OnRegisteredMouseWheel@CFrameWnd@@IAEJIJ@Z
0x004413DA ?ActivateFrame@CFrameWnd@@UAEXH@Z
0x0044142A ?BringToTop@CFrameWnd@@IAEXH@Z
0x00441459 ?GetDockingFrame@CControlBar@@QBEPAVCFrameWnd@@XZ
0x0044146A ?IsFloating@CControlBar@@QBEHXZ
0x00441494 ?AfxOleCanExitApp@@YGHXZ
0x004414A4 ?AfxOleSetUserCtrl@@YGXH@Z
0x004414B3 ?AfxOleGetUserCtrl@@YGHXZ
0x004414EE ??0CMiniFrameWnd@@QAE@XZ
0x00441538 ??_GCMiniFrameWnd@@UAEPAXI@Z
0x00441554 ?Initialize@CMiniFrameWnd@@SAXXZ
0x004416AF ??1CMiniFrameWnd@@UAE@XZ
0x004416F9 ?CreateEx@CMiniFrameWnd@@QAEHKPBD0KABUtagRECT@@PAVCWnd@@I@Z
0x0044176C ?OnNcCreate@CMiniFrameWnd@@QAEHPAUtagCREATESTRUCTA@@@Z
0x00441834 ?OnGetMinMaxInfo@CMiniFrameWnd@@QAEXPAUtagMINMAXINFO@@@Z
0x0044187C ?OnNcActivate@CMiniFrameWnd@@QAEHH@Z
0x004418CD ?OnNcCalcSize@CMiniFrameWnd@@QAEXHPAUtagNCCALCSIZE_PARAMS@@@Z
0x00441933 ?OnNcHitTest@CMiniFrameWnd@@QAEIVCPoint@@@Z
0x00441C40 ?OnNcLButtonDown@CMiniFrameWnd@@QAEXIVCPoint@@@Z
0x00441C85 ?OnMouseMove@CMiniFrameWnd@@QAEXIVCPoint@@@Z
0x00441D0C ?OnLButtonUp@CMiniFrameWnd@@QAEXIVCPoint@@@Z
0x00441D6C ?InvertSysMenu@CMiniFrameWnd@@IAEXXZ
0x00441E04 ?OnNcPaint@CMiniFrameWnd@@QAEXXZ
0x0044237B ?DrawFrame@@YAXPAVCDC@@PBUtagRECT@@HHAAVCBrush@@@Z
0x00442436 ?OnSysCommand@CMiniFrameWnd@@QAEXIJ@Z
0x0044249E ?CalcWindowRect@CMiniFrameWnd@@UAEXPAUtagRECT@@I@Z
0x00442506 ?CalcBorders@CMiniFrameWnd@@SGXPAUtagRECT@@KK@Z
0x00442572 ?OnGetText@CMiniFrameWnd@@QAEJIJ@Z
0x004425AD ?OnGetTextLength@CMiniFrameWnd@@QAEJIJ@Z
0x004425C9 ?OnSetText@CMiniFrameWnd@@QAEJIJ@Z
0x00442650 ?OnFloatStatus@CMiniFrameWnd@@QAEJIJ@Z
0x004426FA ?OnQueryCenterWnd@CMiniFrameWnd@@QAEJIJ@Z
0x00442720 ?CreateFloatingFrame@CFrameWnd@@QAEPAVCMiniDockFrameWnd@@K@Z
0x00442759 ?DockControlBar@CFrameWnd@@QAEXPAVCControlBar@@PAVCDockBar@@PBUtagRECT@@@Z
0x004427AE ?ReDockControlBar@CFrameWnd@@QAEXPAVCControlBar@@PAVCDockBar@@PBUtagRECT@@@Z
0x0044283D ?FloatControlBar@CFrameWnd@@QAEXPAVCControlBar@@VCPoint@@K@Z
0x0044293A ?CanDock@CFrameWnd@@QAEKVCRect@@KPAPAVCDockBar@@@Z
0x004429E2 ??0_AFX_THREAD_STATE@@QAE@XZ
0x004429F9 ??_G_AFX_THREAD_STATE@@UAEPAXI@Z
0x00442A14 ??1_AFX_THREAD_STATE@@UAE@XZ
0x00442A8E ?AfxGetThreadState@@YGPAV_AFX_THREAD_STATE@@XZ
0x00442AC4 ??0AFX_MODULE_STATE@@QAE@H@Z
0x00442B28 ??_GAFX_MODULE_STATE@@UAEPAXI@Z_0
0x00442B43 ??1AFX_MODULE_STATE@@UAE@XZ
0x00442BF6 ??0AFX_MODULE_THREAD_STATE@@QAE@XZ
0x00442C61 ??_GAFX_MODULE_THREAD_STATE@@UAEPAXI@Z
0x00442C7C ??1AFX_MODULE_THREAD_STATE@@UAE@XZ
0x00442D7F ?CreateObject@?$CProcessLocal@V_AFX_BASE_MODULE_STATE@@@@SGPAVCNoTrackObject@@XZ
0x00442DC1 ??_GAFX_MODULE_STATE@@UAEPAXI@Z
0x00442DE1 ?AfxGetModuleState@@YGPAVAFX_MODULE_STATE@@XZ
0x00442E07 ?AfxGetModuleThreadState@@YGPAVAFX_MODULE_THREAD_STATE@@XZ
0x00442E1E ?Unlock@CTypeLibCache@@QAEXXZ
0x00442E59 ?CreateObject@CWnd@@SGPAVCObject@@XZ
0x00442E91 ?_AfxLoadDotBitmap@@YGXXZ
0x00442FE7 ?CreateObject@CDC@@SGPAVCObject@@XZ
0x00443031 ?CreateObject@CGdiObject@@SGPAVCObject@@XZ
0x004430C8 ?CreateObject@CObList@@SGPAVCObject@@XZ
0x0044311D ?AddHead@CSimpleList@@QAEXPAX@Z
0x00443130 ?Remove@CSimpleList@@QAEHPAX@Z
0x0044317B ??2CNoTrackObject@@SGPAXI@Z
0x00443199 ??3CNoTrackObject@@SGXPAX@Z
0x004431AD ??0CThreadSlotData@@QAE@XZ
0x004431EF ?AllocSlot@CThreadSlotData@@QAEHXZ
0x00443301 ?FreeSlot@CThreadSlotData@@QAEXH@Z
0x0044335E ?SetValue@CThreadSlotData@@QAEXHPAX@Z
0x0044344E ?DeleteValues@CThreadSlotData@@QAEXPAUCThreadData@@PAUHINSTANCE__@@@Z
0x004434D6 ?DeleteValues@CThreadSlotData@@QAEXPAUHINSTANCE__@@H@Z
0x0044352F ?GetData@CThreadLocalObject@@QAEPAVCNoTrackObject@@P6GPAV2@XZ@Z
0x004435A6 ??1CThreadLocalObject@@QAE@XZ
0x004435C4 ?GetData@CProcessLocalObject@@QAEPAVCNoTrackObject@@P6GPAV2@XZ@Z
0x0044362F ??1CProcessLocalObject@@QAE@XZ
0x00443654 ?AfxTermLocalData@@YGXPAUHINSTANCE__@@H@Z
0x004436AC ?CreateObject@CByteArray@@SGPAVCObject@@XZ
0x004436FF ?SetRegistryKey@CWinApp@@IAEXPBD@Z
0x00443737 ?GetAppRegistryKey@CWinApp@@QAEPAUHKEY__@@XZ
0x004437CB ?GetSectionKey@CWinApp@@QAEPAUHKEY__@@PBD@Z
0x00443811 ?GetProfileIntA@CWinApp@@QAEIPBD0H@Z
0x0044387D ?GetProfileStringA@CWinApp@@QAE?AVCString@@PBD00@Z
0x0044398F ?GetProfileBinary@CWinApp@@QAEHPBD0PAPAEPAI@Z
0x00443AB0 ?CreateObject@CMenu@@SGPAVCObject@@XZ
0x00443AD0 ??0_AFX_WIN_STATE@@QAE@XZ
0x00443AD9 ??_G_AFX_WIN_STATE@@UAEPAXI@Z
0x00443AF4 ??0CWinApp@@QAE@PBD@Z
0x00443BDE ??_GCWinApp@@UAEPAXI@Z
0x00443BFA ?InitApplication@CWinApp@@UAEHXZ
0x00443C3E ?LoadStdProfileSettings@CWinApp@@IAEXI@Z
0x00443CBA ?ParseCommandLine@CWinApp@@QAEXAAVCCommandLineInfo@@@Z
0x00443D18 ??0CCommandLineInfo@@QAE@XZ
0x00443D87 ??_GCCommandLineInfo@@UAEPAXI@Z
0x00443DA3 ??1CCommandLineInfo@@UAE@XZ
0x00443E00 ?ParseParam@CCommandLineInfo@@UAEXPBDHH@Z
0x00443E29 ?ParseParamFlag@CCommandLineInfo@@IAEXPBD@Z
0x00443EE7 ?ParseParamNotFlag@CCommandLineInfo@@IAEXPBD@Z
0x00443F37 ?ParseLast@CCommandLineInfo@@IAEXH@Z
0x00443F66 ??1CWinApp@@UAE@XZ
0x0044409B ?SaveStdProfileSettings@CWinApp@@IAEXXZ
0x004440D7 ?ExitInstance@CWinApp@@UAEHXZ
0x0044413F ??_GCWinThread@@UAEPAXI@Z
0x0044415B ??0CWinThread@@QAE@XZ
0x00444198 ?CommonConstruct@CWinThread@@QAEXXZ
0x004441D0 ?ProcessShellCommand@CWinApp@@QAEHAAVCCommandLineInfo@@@Z
0x00444319 ?Unregister@CWinApp@@QAEHXZ
0x00444448 ?DelRegTree@CWinApp@@QAEJPAUHKEY__@@ABVCString@@@Z
0x00444523 ?UnregisterShellFileTypes@CWinApp@@IAEXXZ
0x0044452E ?Enable3dControlsStatic@CWinApp@@IAEHXZ
0x004445E5 ?CreateObject@CFrameWnd@@SGPAVCObject@@XZ
0x0044462C ??0CStatusBar@@QAE@XZ
0x00444669 ??_GCStatusBar@@UAEPAXI@Z
0x00444685 ??1CStatusBar@@UAE@XZ
0x004446C0 ?Create@CStatusBar@@QAEHPAVCWnd@@KI@Z
0x00444759 ?SetIndicators@CStatusBar@@QAEHPBIH@Z
0x00444890 ?AllocElements@CStatusBar@@QAEHHH@Z
0x004448F5 ?CalcInsideRect@CStatusBar@@QBEXAAVCRect@@H@Z
0x00444964 ?UpdateAllPanes@CStatusBar@@IAEXHH@Z
0x00444AA4 ??0CToolBar@@QAE@XZ
0x00444B05 ??_GCToolBar@@UAEPAXI@Z
0x00444B21 ??1CToolBar@@UAE@XZ
0x00444B75 ?Create@CToolBar@@QAEHPAVCWnd@@KI@Z
0x00444C20 ?SetSizes@CToolBar@@QAEXUtagSIZE@@0@Z
0x00444C74 ?LoadToolBar@CToolBar@@QAEHPBD@Z
0x00444D38 ?LoadBitmapA@CToolBar@@QAEHPBD@Z
0x00444D80 ?AddReplaceBitmap@CToolBar@@QAEHPAUHBITMAP__@@@Z
0x00444E24 ?SetButtons@CToolBar@@QAEHPBIH@Z
0x00444F2B ?CreateObject@CPreviewView@@SGPAVCObject@@XZ
0x00444FE8 ??1_AFX_CTL3D_STATE@@UAE@XZ
0x0044502F ??1_AFX_CTL3D_THREAD@@UAE@XZ
0x004450E5 ?AfxEnableWin40Compatibility@@YGXXZ
0x00445115 ?AfxEnableWin31Compatibility@@YGXXZ
0x00445137 ??0AUX_DATA@@QAE@XZ
0x004451D2 ?AfxCriticalInit@@YGHXZ
0x00445220 ?AfxLockGlobals@@YGXH@Z
0x00445290 ?AfxUnlockGlobals@@YGXH@Z
0x00445320 ?SetCurrentHandles@CWinApp@@QAEXXZ
0x0044543D ?AfxGetFileName@@YGIPBDPADI@Z
0x0044549F ?_AfxDeleteRegKey@@YGHPBD@Z
0x0044552C ??0CDocManager@@QAE@XZ
0x00445566 ??_GCDocManager@@UAEPAXI@Z
0x00445582 ?UnregisterShellFileTypes@CDocManager@@QAEXXZ
0x00445804 ?RegisterShellFileTypes@CDocManager@@UAEXH@Z
0x00445C73 ?SetRegKey@@YGHPBD00@Z
0x00445D00 ??0CControlBar@@IAE@XZ
0x00445D52 ??_GCControlBar@@UAEPAXI@Z
0x00445DE7 ?SetBarStyle@CControlBar@@QAEXK@Z
0x00445E18 ?AllocElements@CControlBar@@QAEHHH@Z
0x00445E63 ?CreateObject@CImageList@@SGPAVCObject@@XZ
0x00445EAD ?CreateObject@CMiniDockFrameWnd@@SGPAVCObject@@XZ
0x00445EE8 ?CreateObject@CMiniFrameWnd@@SGPAVCObject@@XZ
0x00446760 ??_Distream@@QAEXXZ_0
0x00448700 ??_Diostream@@QAEXXZ
0x004492A0 ??1_AFX_MAIL_STATE@@UAE@XZ
0x0044932B ?UpdatePrinterSelection@CWinApp@@IAEXH@Z
0x0044954D ?DoPrintDialog@CWinApp@@QAEHPAVCPrintDialog@@@Z
0x00449605 ?OnFilePrintSetup@CWinApp@@IAEXXZ
0x0044965A ??0CPrintPreviewState@@QAE@XZ
0x0044967C ?OnFilePrintPreview@CView@@IAEXXZ
0x004496E8 ?DoPrintPreview@CView@@QAEHIPAV1@PAUCRuntimeClass@@PAUCPrintPreviewState@@@Z
0x004498D0 ?_AfxPreviewCloseProc@@YGHPAVCFrameWnd@@@Z
0x004498F0 ??0CPreviewView@@QAE@XZ
0x00449970 ??_GCPreviewView@@UAEPAXI@Z
0x0044998C ??1CPreviewView@@UAE@XZ
0x00449A59 ?SetPrintView@CPreviewView@@QAEHPAVCView@@@Z
0x00449C69 ?OnSize@CPreviewView@@IAEXIHH@Z
0x00449CCF ?OnActivateView@CPreviewView@@MAEXHPAVCView@@0@Z
0x00449D1E ?OnPreviewClose@CPreviewView@@IAEXXZ
0x00449D62 ?CalcScaleRatio@CPreviewView@@MAE?AVCSize@@V2@0@Z
0x00449D91 ?PositionPage@CPreviewView@@MAEXI@Z
0x00449E3D ?CalcPageDisplaySize@CPreviewView@@IAE?AVCSize@@XZ
0x00449EC1 ?SetScaledSize@CPreviewView@@IAEXI@Z
0x00449FF2 ?OnPrepareDC@CPreviewView@@UAEXPAVCDC@@PAUCPrintInfo@@@Z
0x0044A026 ?OnEraseBkgnd@CPreviewView@@IAEHPAVCDC@@@Z
0x0044A0B6 ?OnDraw@CPreviewView@@MAEXPAVCDC@@@Z
0x0044A4C8 ?OnHScroll@CPreviewView@@IAEXIIPAVCScrollBar@@@Z
0x0044A4E5 ?OnVScroll@CPreviewView@@IAEXIIPAVCScrollBar@@@Z
0x0044A5D0 ?OnNumPageChange@CPreviewView@@IAEXXZ
0x0044A60F ?OnNextPage@CPreviewView@@IAEXXZ
0x0044A61F ?OnPrevPage@CPreviewView@@IAEXXZ
0x0044A62F ?OnPreviewPrint@CPreviewView@@IAEXXZ
0x0044A652 ?FindPageRect@CPreviewView@@IAEHAAVCPoint@@AAI@Z
0x0044A71C ?OnLButtonDown@CPreviewView@@IAEXIVCPoint@@@Z
0x0044A75A ?SetZoomState@CPreviewView@@IAEXIIVCPoint@@@Z
0x0044A77E ?OnZoomIn@CPreviewView@@IAEXXZ
0x0044A79A ?OnZoomOut@CPreviewView@@IAEXXZ
0x0044A7B5 ?DoZoom@CPreviewView@@IAEXIVCPoint@@@Z
0x0044A906 ?SetCurrentPage@CPreviewView@@IAEXIH@Z
0x0044A998 ?OnDisplayPageNumber@CPreviewView@@MAEXII@Z
0x0044AA50 ?OnUpdateNumPageChange@CPreviewView@@IAEXPAVCCmdUI@@@Z
0x0044AAF4 ?OnUpdateNextPage@CPreviewView@@IAEXPAVCCmdUI@@@Z
0x0044AB2B ?OnUpdatePrevPage@CPreviewView@@IAEXPAVCCmdUI@@@Z
0x0044AB54 ?OnUpdateZoomIn@CPreviewView@@IAEXPAVCCmdUI@@@Z
0x0044AB70 ?OnUpdateZoomOut@CPreviewView@@IAEXPAVCCmdUI@@@Z
0x0044AB8B ?OnSetCursor@CPreviewView@@IAEHPAVCWnd@@II@Z
0x0044AC13 ?_AfxAbortProc@@YGHPAUHDC__@@H@Z
0x0044AC65 ?OnInitDialog@CPrintingDialog@@UAEHXZ
0x0044AC89 ?OnCancel@CPrintingDialog@@UAEXXZ
0x0044ACAB ?DoPreparePrinting@CView@@QAEHPAUCPrintInfo@@@Z
0x0044AD97 ?OnFilePrint@CView@@IAEXXZ
0x0044B3E9 ??0CPrintingDialog@@QAE@PAVCWnd@@@Z
0x0044B43C ??1CPrintingDialog@@UAE@XZ
0x0044B447 ??_GCPrintingDialog@@UAEPAXI@Z
0x0044B463 ??0CPrintInfo@@QAE@XZ
0x0044B4EB ??1CPrintInfo@@QAE@XZ
0x0044B546 ??0CPreviewDC@@QAE@XZ
0x0044B572 ??_GCPreviewDC@@UAEPAXI@Z
0x0044B58E ?SetOutputDC@CPreviewDC@@UAEXPAUHDC__@@@Z
0x0044B5DD ?ReleaseOutputDC@CPreviewDC@@UAEXXZ
0x0044B5F5 ?SetAttribDC@CPreviewDC@@UAEXPAUHDC__@@@Z
0x0044B61C ??1CPreviewDC@@UAE@XZ
0x0044B658 ?SetScaleRatio@CPreviewDC@@QAEXHH@Z
0x0044B681 ?SaveDC@CPreviewDC@@UAEHXZ
0x0044B6D0 ?RestoreDC@CPreviewDC@@UAEHH@Z
0x0044B715 ?MirrorAttributes@CPreviewDC@@IAEXXZ
0x0044B7ED ?SelectStockObject@CPreviewDC@@UAEPAVCGdiObject@@H@Z
0x0044B85B ?MirrorFont@CPreviewDC@@IAEXXZ
0x0044B9DD ?SelectObject@CPreviewDC@@UAEPAVCFont@@PAV2@@Z
0x0044BA1C ?SetBkColor@CPreviewDC@@UAEKK@Z
0x0044BA4D ?SetTextColor@CPreviewDC@@UAEKK@Z
0x0044BA7E ?SetMapMode@CPreviewDC@@UAEHH@Z
0x0044BAA1 ?SetViewportOrg@CPreviewDC@@UAE?AVCPoint@@HH@Z
0x0044BAD6 ?OffsetViewportOrg@CPreviewDC@@UAE?AVCPoint@@HH@Z
0x0044BB0B ?SetViewportExt@CPreviewDC@@UAE?AVCSize@@HH@Z
0x0044BB42 ?ScaleViewportExt@CPreviewDC@@UAE?AVCSize@@HHHH@Z
0x0044BB7F ?SetWindowExt@CPreviewDC@@UAE?AVCSize@@HH@Z
0x0044BBB6 ?ScaleWindowExt@CPreviewDC@@UAE?AVCSize@@HHHH@Z
0x0044BBF3 ?ComputeDeltas@CPreviewDC@@IAE?AVCSize@@AAHPBDAAIHIPAHHPAD30@Z
0x0044BE64 ?ComputeNextTab@@YAHHIPAHHH@Z
0x0044BE96 ?TextOutW@CPreviewDC@@UAEHHHPBGH@Z
0x0044BEB3 ?ExtTextOutA@CPreviewDC@@UAEHHHIPBUtagRECT@@PBDIPAH@Z
0x0044BFBF ?TabbedTextOutA@CPreviewDC@@UAE?AVCSize@@HHPBDHHPAHH@Z
0x0044C0D1 ?DrawTextA@CPreviewDC@@UAEHPBDHPAUtagRECT@@I@Z
0x0044C12F ?Escape@CPreviewDC@@UAEHHHPBDPAX@Z
0x0044C1BD ?MirrorMappingMode@CPreviewDC@@IAEXH@Z
0x0044C2C2 ?MirrorViewportOrg@CPreviewDC@@IAEXXZ
0x0044C32C ?SetTopLeftOffset@CPreviewDC@@QAEXVCSize@@@Z
0x0044C342 ?ClipToPage@CPreviewDC@@QAEXXZ
0x0044C3C4 ?PrinterDPtoScreenDP@CPreviewDC@@QBEXPAUtagPOINT@@@Z
0x0044C41D ?MultMultDivDiv@@YGJHHHHH@Z
0x0044C57C ??1_AFX_WIN_STATE@@UAE@XZ
0x0044C5B3 ?AfxPostQuitMessage@@YGXH@Z
0x0044C5D6 ??1CWinThread@@UAE@XZ
0x0044C62F ??1CDocManager@@UAE@XZ
0x0044C6A0 ?AfxWinTerm@@YGXXZ
